Time,Altitude,Vertical Velocity,Horizontal Velocity,Total Velocity,Drag,Displacement
0.0,109.07063156180084,0.05255846609941803,0.022940027241717953,0.05734664077846614,0.8955445352428749,0.008977630000825805
0.01999999999998181,109.07177063357085,0.05806347500602123,0.023533035558367426,0.06265118428542463,0.752537553941753,0.009449783958329707
0.01999999999998181,109.07177063357085,0.06046592512278286,0.02420639230195753,0.06265118428542463,0.752537553941753,0.009449783958329707
0.03999999999996362,109.07295632641762,0.06046592512278286,0.02420639230195753,0.06513123313150344,0.615791624473599,0.00993550513640855
0.03999999999996362,109.07295632641762,0.06986954674024554,0.024985223953648064,0.06513123313150344,0.615791624473599,0.00993550513640855
0.05999999999994543,109.07434669788927,0.06986954674024554,0.024985223953648064,0.07420252676089477,0.4833264947376466,0.010435317533928172
0.05999999999994543,109.07434669788927,0.08345586961646563,0.02593771837788391,0.07420252676089477,0.4833264947376466,0.010955919302354603
0.07999999999992724,109.07602349761873,0.08345586961646563,0.02593771837788391,0.08739363482594673,0.4122497548661597,0.010955919302354603
0.09999999999990905,109.07810798101127,0.10317872027668044,0.02696092861023531,0.10664304941935819,0.3335651601103898,0.011494731883884767
0.09999999999990905,109.08070516772568,0.12817042109777482,0.027889127499616532,0.13116958594533562,0.2266093681891898,0.012051500072100292
0.11999999999989086,109.08070516772568,0.15735369270553531,0.027955258424900473,0.13116958594533562,0.2266093681891898,0.012051500072100292
0.13999999999987267,109.08389698155224,0.15735369270553531,0.027955258424900473,0.15981764946860846,0.8087820110624607,0.01261045394364225
0.13999999999987267,109.08389698155224,0.18900353417005816,0.02718395045123452,0.15981764946860846,0.8087820110624607,0.013154860771205049
0.15999999999985448,109.08773275651038,0.18900353417005816,0.02718395045123452,0.19094843044892387,1.5560131418286904,0.013154860771205049
0.15999999999985448,109.08773275651038,0.22225086555973592,0.02550993859659383,0.19094843044892387,1.5560131418286904,0.01366349387086307
0.1799999999998363,109.09224830009043,0.22225086555973592,0.02550993859659383,0.2237100896456255,2.3624073499314373,0.01366349387086307
0.1799999999998363,109.09224830009043,0.2575534340877224,0.023185002002322097,0.2237100896456255,2.3624073499314373,0.01412065501518844
0.1999999999998181,109.0974771277979,0.2575534340877224,0.023185002002322097,0.25859488728168323,3.2343788461562086,0.01412065501518844
0.1999999999998181,109.0974771277979,0.29508124910139066,0.020862528665507262,0.25859488728168323,3.2343788461562086,0.014513332934055573
0.2199999999997999,109.10347001627088,0.29508124910139066,0.020862528665507262,0.29581783021575303,4.217965573391023,0.014513332934055573
0.2199999999997999,109.10347001627088,0.3335164248782168,0.0191323332555848,0.29581783021575303,5.388025551587775,0.014834133705227058
0.23999999999978172,109.1102400906384,0.3335164248782168,0.0191323332555848,0.334064741987762,5.388025551587775,0.014834133705227058
0.23999999999978172,109.1102400906384,0.37140570786715665,0.018776907186397535,0.334064741987762,6.982046876484455,0.01509600589716277
0.25999999999976353,109.11778190359473,0.37140570786715665,0.019303626854029244,0.3718800506612183,6.982046876484455,0.01509600589716277
0.27999999999974534,109.12604537419975,0.4070131614483584,0.019303626854029244,0.40747066594039266,8.716261404224149,0.015319898812725911
0.27999999999974534,109.12604537419975,0.4344747901242523,0.01996520024012709,0.4349332735881924,9.84111044047431,0.01550408134455819
0.29999999999972715,109.13487601559609,0.4585525487713485,0.02080741411727326,0.4349332735881924,9.84111044047431,0.01550408134455819
0.31999999999970896,109.14419805072248,0.4585525487713485,0.02080741411727326,0.4590243876603373,11.619403346769348,0.01566029681313031
0.31999999999970896,109.14419805072248,0.47852352507587215,0.02168466004947266,0.4590243876603373,11.619403346769348,0.015794703936551857
0.33999999999969077,109.1539245583117,0.4951247315904813,0.022645639307523256,0.4790146015859016,12.492911230484943,0.01591546774929121
0.3599999999996726,109.16398990061134,0.4951247315904813,0.022645639307523256,0.4956423355729337,12.837146646976118,0.01591546774929121
0.3599999999996726,109.16398990061134,0.5060017943878512,0.022902455556907807,0.5065198302083161,12.616201584598409,0.016034855433274965
0.3799999999996544,109.17427951097488,0.5111840935243075,0.022626357919909863,0.5065198302083161,12.616201584598409,0.01616979761258007
0.3999999999996362,109.18467946723104,0.5111840935243075,0.022626357919909863,0.5116845996754131,11.411838520491692,0.01616979761258007
0.419999999999618,109.19516329094768,0.5152139833469697,0.022278357744251413,0.5156954274181926,9.26017747155346,0.016331637995220097
0.419999999999618,109.19516329094768,0.519486381250549,0.02171276406088696,0.5199399430972336,6.4968521882472166,0.016523774615947128
0.4399999999995998,109.20573500543833,0.519486381250549,0.021028862566804914,0.5199399430972336,6.4968521882472166,0.016523774615947128
0.45999999999958163,109.21649426221848,0.5286951594097158,0.021028862566804914,0.529113205887094,3.0704102071463835,0.016747620026703342
0.45999999999958163,109.21649426221848,0.5428365117529762,0.020396935201527692,0.529113205887094,3.0704102071463835,0.017001437129825627
0.47999999999956344,109.22754161991179,0.5615596491643035,0.0199707151653223,0.5432195812539846,0.3648556739725759,0.017001437129825627
0.49999999999954525,109.23896630760282,0.5615596491643035,0.0199707151653223,0.5619146456836216,4.155231135649509,0.01728544550703797
0.49999999999954525,109.23896630760282,0.5845304311202294,0.01977657251293887,0.5619146456836216,4.155231135649509,0.017599827744332
0.5199999999995271,109.25085491873324,0.5845304311202294,0.01977657251293887,0.5848648884366036,8.056814268859512,0.017599827744332
0.5199999999995271,109.26328371278942,0.6114343625300973,0.019835250174735832,0.6117560108671437,12.022437646324994,0.017942476297756364
0.5399999999995089,109.26328371278942,0.6114343625300973,0.019835250174735832,0.6117560108671437,12.022437646324994,0.017942476297756364
